Case Id,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight
Case 3362,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 337,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3372,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3373,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3376,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3382,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3398,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 34,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 3403,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3409,2,¡¢,¦¬¬­,£¤,0.0,0.0,0.0
Case 3413,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3416,2,¡£,¤,¤,1.0,1.0,0.0
Case 3418,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3419,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3426,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3428,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 343,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3436,2,¡¢,¥¥¥¥£¤,£¤,0.33333333333333337,0.6666666666666666,0.0
Case 3439,2,¢£,¢¥¢¥£¤,¤,0.16666666666666663,0.25,0.0
Case 3440,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3442,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3443,2,¡¢,­£,£¤,0.0,0.33333333333333326,0.0
Case 3444,2,¡¦,¦¬¬­£¤,¢£¤,0.33333333333333337,0.33333333333333326,0.0
Case 3448,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3449,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 345,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3454,2,¡¢,¢¥£¤,£¤,0.5,0.5,0.0
Case 346,2,¡¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 3462,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3465,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3475,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 348,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 349,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3498,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3511,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3516,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3517,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3529,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3530,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3532,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3535,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3537,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3539,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3542,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3543,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3546,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3551,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3552,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3562,2,¡¢,¥£¢£¤,£¤,0.4,0.5,0.0
Case 3563,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3565,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3567,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3569,2,¢£,¤,¤,1.0,1.0,0.0
Case 3582,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3583,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3592,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3599,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3600,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3601,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 361,2,¡¢,¥£¢¥£¤,£¤,0.33333333333333337,0.5,0.0
Case 3613,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3614,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3634,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 3638,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 364,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3641,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3643,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3645,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3653,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3654,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3656,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 3657,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3662,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 3663,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3666,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3669,2,¡¡,¢¥¢­­£¤,¢£¤,0.4285714285714286,0.6,0.0
Case 367,2,¡¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 3670,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3673,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 3674,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3676,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 3678,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3688,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3692,2,¡£,¢£¤,¤,0.33333333333333337,0.33333333333333326,0.0
Case 3696,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 370,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3705,2,¡¢,£¢¥£¤,£¤,0.4,0.5,0.0
Case 3708,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3738,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 374,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3742,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3745,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3766,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3770,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3775,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3776,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 378,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3787,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 3798,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 380,2,¡£,¤,¤,1.0,1.0,0.0
Case 3802,2,§¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3818,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3819,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 382,2,¡¢,¥¢­£,£¤,0.0,0.19999999999999996,0.0
Case 3822,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 383,2,§¥,¥,¢£¤,0.0,0.0,0.0
Case 3832,2,¡¢,¥¥£¢£¤,£¤,0.33333333333333337,0.5,0.0
Case 384,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3844,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3857,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3864,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3865,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3877,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3880,2,¡£,¤,¤,1.0,1.0,0.0
Case 3884,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 3885,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3888,2,¡£,¤,¤,1.0,1.0,0.0
Case 3890,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3896,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3898,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3899,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 39,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3905,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3912,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3913,2,¡£,¤,¤,1.0,1.0,0.0
Case 3928,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3930,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3933,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3943,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3946,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3957,2,¡¢,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3963,2,¡¢,­­££¤,£¤,0.4,0.6666666666666666,0.0
Case 397,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3974,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3976,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3983,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 399,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3992,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 40,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4004,2,¢£,£¤,¤,0.5,0.5,0.0
Case 4006,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 4009,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4017,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 402,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4026,2,¡¢,¥¦­£¤,£¤,0.4,0.4,0.0
Case 4030,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4031,2,¡£,£¤,¤,0.5,0.5,0.0
Case 4032,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4037,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4048,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4054,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4067,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4068,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4069,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 407,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4073,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4074,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 408,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4082,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4084,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4106,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4107,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 412,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4127,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 414,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4145,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4147,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4149,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4154,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4156,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4160,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4161,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4162,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4165,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4172,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4183,2,¡­,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4185,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4187,2,¡¢,¥¢¥,£¤,0.0,0.0,0.0
Case 4194,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4197,2,¡¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 4206,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 421,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4212,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4241,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4248,2,¡£,¤,¤,1.0,1.0,0.0
Case 4255,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 4257,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4259,2,¡¢,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4268,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 4269,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 427,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4282,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4300,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 4301,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4324,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4325,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4326,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 433,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 4332,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4337,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4338,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 4348,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 435,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4351,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4352,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4353,2,¡¢,¢¥¥£¤,£¤,0.4,0.5,0.0
Case 4354,2,¡¢,­£,£¤,0.0,0.33333333333333326,0.0
Case 4355,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4359,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4361,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4365,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4369,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4370,2,§¥,¥,¢£¤,0.0,0.0,0.0
Case 4371,2,¡£,£¤,¤,0.5,0.5,0.0
Case 438,2,¡¢,­¥£¤,£¤,0.5,0.5,0.0
Case 4383,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4385,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4389,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4394,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4396,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4398,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 4407,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 441,2,¢£,£¤,¤,0.5,0.5,0.0
Case 4410,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 4415,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4417,2,¡¥,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4419,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4421,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4422,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4423,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4424,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4426,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4431,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4456,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 446,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4463,2,¡¢,¦¦¬¬­¦£,£¤,0.0,0.19999999999999996,0.0
Case 4465,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4469,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 447,2,¡£,¤,¤,1.0,1.0,0.0
Case 4478,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 4485,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4487,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4501,2,¢¥,¢¥£¤,£¤,0.5,0.5,0.0
Case 4506,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4511,2,¡¢,­££¤,£¤,0.5,0.6666666666666666,0.0
Case 4530,2,¡¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4532,2,¡£,¤,¤,1.0,1.0,0.0
Case 4535,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4537,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4544,2,¡¢,£,£¤,0.5,0.5,0.0
Case 4558,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 456,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 4563,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4575,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 46,2,¡¢,¢¥£¤,£¤,0.5,0.5,0.0
Case 467,2,¡¢,¥¢­£¤,£¤,0.4,0.4,0.0
Case 470,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 474,2,¡¡,¡¢¥£¤,¢£¤,0.6,0.6,0.0
Case 478,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 480,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 483,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 484,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 487,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 496,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 498,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 502,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 503,2,¡¢,¦­£¤,£¤,0.5,0.5,0.0
Case 504,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 506,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 507,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 520,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 523,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 525,2,¡¡,¢¥¥,¢£¤,0.33333333333333337,0.25,0.0
Case 527,2,¡¥,¡¡¢£¤,¢£¤,0.6,0.75,0.0
Case 529,2,¡¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 530,2,¡¢,¥¥¥£¤,£¤,0.4,0.6666666666666666,0.0
Case 532,2,¡¢,£¢¥£¤,£¤,0.4,0.5,0.0
Case 533,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 54,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 553,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 554,2,¡£,¤,¤,1.0,1.0,0.0
Case 557,2,¢£,¤,¤,1.0,1.0,0.0
Case 558,2,¡¢,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 559,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 566,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 575,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 58,2,¡¦,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 593,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 594,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 595,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 603,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 606,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 622,2,¡¢,¦£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 624,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 626,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 63,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 630,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 631,2,¢¥,¢¥£¤,£¤,0.5,0.5,0.0
Case 638,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 639,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 645,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 65,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 656,2,¡¢,¥££¤,£¤,0.5,0.6666666666666666,0.0
Case 664,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 676,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 679,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 685,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 69,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 691,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 696,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 7,2,¡¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 701,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 708,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 728,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 73,2,¡£,¤,¤,1.0,1.0,0.0
Case 732,2,¡¦,¢¦­®«£¤,¢£¤,0.4285714285714286,0.4285714285714286,0.0
Case 747,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 755,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 757,2,¡¢,­¥£¤,£¤,0.5,0.5,0.0
Case 769,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 77,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 775,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 780,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 782,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 79,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 80,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 805,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 807,2,¡­,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 809,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 82,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 821,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 824,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 825,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 826,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 829,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 83,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 831,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 839,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 841,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 845,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 849,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 856,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 868,2,¡¢,¦£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 875,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 876,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 881,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 89,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 894,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 901,2,¡£,£¤,¤,0.5,0.5,0.0
Case 906,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 910,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 911,2,¡¢,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 930,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 939,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 949,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 951,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 954,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 959,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 961,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 962,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 963,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 964,2,¡¢,£¤,£¤,1.0,1.0,0.0
