Case ID,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight,Compliance
Case 2367,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2368,1,¡,¡¢£¢£££­¢¥¥£¤,¢¥£¤,0.3076923076923077,0.6666666666666666,0.5,Satisfied
Case 237,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 2374,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2375,1,¡,¡¡¢£¤,¢¥£¤,0.4,0.6,0.5,Satisfied
Case 2380,1,¡,¢¥¢£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 2381,1,¡,¡¡££¤,¢¥£¤,0.4,0.4,0.5,Satisfied
Case 2390,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2391,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2398,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2399,1,¡,¢¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2403,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2415,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2417,1,¡,¢¥­£¤,¢¥£¤,0.8,0.8,0.5,Satisfied
Case 242,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2431,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2432,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2436,1,¡,£¤¢,¢¥£¤,0.25,0.75,0.5,Satisfied
Case 2447,1,¡,¢¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2448,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2451,1,¡,¢¦­­£,¢¥£¤,0.19999999999999996,0.33333333333333326,0.5,Satisfied
Case 2452,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2455,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2458,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2465,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2466,1,¡,¢­­£¤,¢¥£¤,0.6,0.6,0.5,Satisfied
Case 247,1,§,¢£¤,¡¢£¤,0.75,0.75,0.5,Satisfied
Case 2473,1,¡,¢¥¢¥£¤,¢¥£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 2474,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2476,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 2481,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 2490,1,¡,¡¢¥£¤,¢¥£¤,0.8,0.8,0.5,Satisfied
Case 2492,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2498,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2499,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2504,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2508,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2512,1,¡,¢¥££¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 2514,1,¡,¢¥¥£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 2522,1,¡,¢¥££¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 253,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2530,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2534,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2541,1,¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2550,1,¡,¢¥¥££¤,¢¥£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 2555,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2558,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2569,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2571,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2577,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2581,1,¡,¡¢¥£¤,¢¥£¤,0.8,0.8,0.5,Satisfied
Case 2585,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2591,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2593,1,¡,­£¤,¢¥£¤,0.5,0.4,0.5,Satisfied
Case 2596,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2598,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2599,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2603,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2607,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2609,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 261,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2611,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2613,1,¡,¢¥¥¥££¤,¢¥£¤,0.5714285714285714,1.0,0.5,Satisfied
Case 2614,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2616,1,¡,¥£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 262,1,¡,¢¥£¥£¤,¢¥£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 2620,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 2622,1,¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2625,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2631,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2634,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2643,1,¡,£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 265,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2659,1,¡,¢¥¥¢£¤,¢¥£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 2665,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2666,1,¡,¡¢¥¥£¤,¢¥£¤,0.6666666666666667,0.8,0.5,Satisfied
Case 2667,1,¡,¢¥¥£¢¥£¤,¢¥£¤,0.5,1.0,0.5,Satisfied
Case 2668,1,¡,¡¢­£¤,¢¥£¤,0.6,0.5,0.5,Satisfied
Case 2674,1,¡,¢¥¢£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 2676,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2681,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2686,1,¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2700,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2713,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2714,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2716,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2720,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 2721,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2734,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2741,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2765,1,¡,¢¥¥£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 2770,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2774,1,¡,££¢£¤,¢¥£¤,0.4,0.75,0.5,Satisfied
Case 2776,1,¢,¥¢¥£¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 2777,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2788,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2789,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2791,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2797,1,¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 28,1,¡,¢¦­­£,¢¥£¤,0.19999999999999996,0.33333333333333326,0.5,Satisfied
Case 2814,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 282,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2826,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2834,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2839,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2847,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2848,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2849,1,¡,££¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 2851,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2854,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 286,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2860,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2866,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2873,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2875,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2881,1,¡,­­£¤,¢¥£¤,0.5,0.4,0.5,Satisfied
Case 2891,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2897,1,¡,¢­¢£¤,¢¥£¤,0.6,0.6,0.5,Satisfied
Case 2905,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2908,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2910,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2918,1,¡,¢­¢£¤,¢¥£¤,0.6,0.6,0.5,Satisfied
Case 292,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2931,1,¡,¢¥­££¤,¢¥£¤,0.6666666666666667,0.8,0.5,Satisfied
Case 2932,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2934,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2949,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2956,1,¡,¥£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 296,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2962,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2964,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2966,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2968,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2970,1,¡,¢­¥£¤,¢¥£¤,0.8,0.8,0.5,Satisfied
Case 2971,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2975,1,¡,¥¡¢¥¥¢£¤,¢¥£¤,0.5,0.8,0.5,Satisfied
Case 2981,1,¡,¡¢­­£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 2984,1,¡,¢££¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 2988,1,¡,££¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 299,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 2992,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3002,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3008,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3009,1,¡,¢¥¢£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 3010,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3013,1,¡,¢¢¥£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 3015,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3016,1,¡,¡¢£¤,¢¥£¤,0.5,0.6,0.5,Satisfied
Case 3021,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3027,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3034,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3035,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3037,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3038,1,¡,¢¥¢¥£¤,¢¥£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 3043,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3044,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3046,1,¡,¥£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3056,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3058,1,¡,¢­££¤,¢¥£¤,0.6,0.6,0.5,Satisfied
Case 3059,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3061,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3071,1,¡,¢¦­£¤,¢¥£¤,0.6,0.5,0.5,Satisfied
Case 3073,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3077,1,¡,­£¤,¢¥£¤,0.5,0.4,0.5,Satisfied
Case 3078,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 308,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3082,1,¡,¡¢¥£¤,¢¥£¤,0.8,0.8,0.5,Satisfied
Case 3083,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3086,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3095,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 31,1,¡,¢¦­£¤,¢¥£¤,0.6,0.5,0.5,Satisfied
Case 3103,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3112,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3113,1,¡,¢¥¥¢¥£¤,¢¥£¤,0.5714285714285714,1.0,0.5,Satisfied
Case 3118,1,¡,¢¥¥¦£¤,¢¥£¤,0.6666666666666667,0.8,0.5,Satisfied
Case 3121,1,¡,¢£¡¢£¤,¢¥£¤,0.5,0.6,0.5,Satisfied
Case 3126,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3128,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 313,1,¡,¢¥­¥££¤,¢¥£¤,0.5714285714285714,0.8,0.5,Satisfied
Case 3139,1,¡,¢­¢£¤,¢¥£¤,0.6,0.6,0.5,Satisfied
Case 3142,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3145,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3148,1,¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 317,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3172,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3176,1,¡,¢­¥£¤,¢¥£¤,0.8,0.8,0.5,Satisfied
Case 3180,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3182,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3184,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3186,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3188,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3192,1,¡,¢¦£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3212,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3214,1,¡,¢¦£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3222,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3226,1,¡,£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 3229,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 323,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3231,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3233,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3239,1,¡,£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 324,1,¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3240,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3249,1,¡,¢­­¢££¤,¢¥£¤,0.4285714285714286,0.6,0.5,Satisfied
Case 3251,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3253,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3254,1,¡,¢¥,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 326,1,¡,¢­­£¤,¢¥£¤,0.6,0.6,0.5,Satisfied
Case 3260,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3262,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3273,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3276,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3288,1,¡,¢¥££¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 3289,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3294,1,¡,¢¥¢£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 33,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 331,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3314,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3315,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 332,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3323,1,¡,¢¦­­£,¢¥£¤,0.19999999999999996,0.33333333333333326,0.5,Satisfied
Case 3324,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 333,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3331,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3334,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3336,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3338,1,¡,­£¤,¢¥£¤,0.5,0.4,0.5,Satisfied
Case 3341,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3344,1,¡,££¢££¤,¢¥£¤,0.5,0.75,0.5,Satisfied
Case 3349,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3351,1,¡,¢££¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3357,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3358,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3360,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3362,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 337,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3372,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3373,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3376,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3382,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3398,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 34,1,¡,¢¥¥£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 3403,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3409,1,¡,¢¦¬¬­,¢¥£¤,0.19999999999999996,0.1428571428571428,0.5,Satisfied
Case 3413,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3416,1,¡,£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 3418,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3419,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3426,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3428,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 343,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3436,1,¡,¢¥¥¥¥£¤,¢¥£¤,0.5714285714285714,1.0,0.5,Satisfied
Case 3439,1,¢,£¢¥¢¥£¤,¥£¤,0.4285714285714286,0.75,0.5,Satisfied
Case 3440,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3442,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3443,1,¡,¢­£,¢¥£¤,0.5,0.4,0.5,Satisfied
Case 3444,1,¡,¦¦¬¬­£¤,¢¥£¤,0.2857142857142857,0.2857142857142857,0.5,Satisfied
Case 3448,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3449,1,¡,¡¢¥£¤,¢¥£¤,0.8,0.8,0.5,Satisfied
Case 345,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3454,1,¡,¢¢¥£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 346,1,¡,¥¥£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3462,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3465,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3475,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 348,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 349,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3498,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3511,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3516,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3517,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3529,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3530,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3532,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3535,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3537,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3539,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3542,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3543,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3546,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3551,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3552,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3562,1,¡,¢¥£¢£¤,¢¥£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 3563,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3565,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3567,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3569,1,¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3582,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3583,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3592,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3599,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3600,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3601,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 361,1,¡,¢¥£¢¥£¤,¢¥£¤,0.5714285714285714,1.0,0.5,Satisfied
Case 3613,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3614,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3634,1,¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3638,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 364,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3641,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3643,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3645,1,¡,¢­£¤,¢¥£¤,0.75,0.6,0.5,Satisfied
Case 3653,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3654,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3656,1,¡,¢¥¥£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 3657,1,¡,¢£¤,¢¥£¤,0.75,0.75,0.5,Satisfied
Case 3662,1,¡,¢¥¥£¤,¢¥£¤,0.8,1.0,0.5,Satisfied
Case 3663,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3666,1,¡,¢¥£¤,¢¥£¤,1.0,1.0,0.5,Satisfied
Case 3669,1,¡,¡¢¥¢­­£¤,¢¥£¤,0.5,0.6666666666666666,0.5,Satisfied
